"title","speaker","lines"
"The Schuyler Sisters","ANGELICA/ELIZA/PEGGY","That all men are created equal"""
"The Schuyler Sisters","ANGELICA","And when I meet Thomas Jefferson"
"The Schuyler Sisters","COMPANY","Unh!"
"The Schuyler Sisters","ANGELICA","I'm 'a compel him to include women in the sequel!"
"The Schuyler Sisters","WOMEN","Work!"
"The Schuyler Sisters","ELIZA","Look around, look around at how"
"The Schuyler Sisters","ELIZA","Lucky we are to be alive right now!"
"The Schuyler Sisters","ELIZA/PEGGY","Look around, look around at how"
"The Schuyler Sisters","ELIZA/PEGGY","Lucky we are to be alive right now!"
"The Schuyler Sisters","ANGELICA/ELIZA/PEGGY","History is happening in Manhattan and we just happen to be"
"The Schuyler Sisters","ANGELICA/ELIZA/PEGGY","In the greatest city in the world!"
"The Schuyler Sisters","ANGELICA/ELIZA/PEGGY & COMPANY","In the greatest city in the world!"
"The Schuyler Sisters","ANGELICA","Cuz I've been reading Common Sense by Thomas Paine"
"The Schuyler Sisters","ELIZA/PEGGY","Look around, look around"
"The Schuyler Sisters","MEN","Hey! Hey! Hey! Hey!"
"The Schuyler Sisters","ANGELICA","So men say that I'm intense or I'm insane"
"The Schuyler Sisters","ELIZA/PEGGY","The revolution's happening in-"
"The Schuyler Sisters","MEN","Hey! Hey! Hey! Hey!"
"The Schuyler Sisters","ANGELICA","You want a revolution? I want a revelation"
"The Schuyler Sisters","ELIZA/PEGGY","New York!"
"The Schuyler Sisters","WOMEN","Look around, look around, the revolution's happening"
"The Schuyler Sisters","ELIZA/PEGGY","In New York!"
"The Schuyler Sisters","ANGELICA","So listen to my declaration:"
"The Schuyler Sisters","ANGELICA/ELIZA/PEGGY","We hold these truths to be self evident that all men are created equal"
"The Schuyler Sisters","FEMALE ENSEMBLE","Look around, look around"
"The Schuyler Sisters","WOMEN","Hey, hey, hey, hey"
"The Schuyler Sisters","ANGELICA/ELIZA/PEGGY","Whoo!"
"The Schuyler Sisters","FEMALE ENSEMBLE","At how lucky we are to be alive right now"
"The Schuyler Sisters","WOMEN","Hey, hey, hey, hey"
"The Schuyler Sisters","FULL COMPANY","Look around, look around at how lucky we are to be alive right now!"
"The Schuyler Sisters","FULL COMPANY","History is happening in Manhattan and we just happen to be"
"The Schuyler Sisters","ALL WOMEN","In the greatest city in the world"
"The Schuyler Sisters","ALL MEN","In the greatest city-"
"The Schuyler Sisters","COMPANY","In the greatest city in the world!"
"The Schuyler Sisters","ANGELICA","Work, work! Angelica"
"The Schuyler Sisters","ELIZA","Work, work! Eliza"
"The Schuyler Sisters","PEGGY","And Peggy!"
"The Schuyler Sisters","COMPANY","Work, work!"
"The Schuyler Sisters","ANGELICA/ELIZA/PEGGY","The Schuyler sisters"
"The Schuyler Sisters","COMPANY","Work, work"
"The Schuyler Sisters","ANGELICA/ELIZA/PEGGY","We're looking for a mind at work"
"The Schuyler Sisters","COMPANY","Work, work "
"The Schuyler Sisters","ANGELICA/ELIZA/PEGGY","hey"
"The Schuyler Sisters","COMPANY","Work, work "
"The Schuyler Sisters","ANGELICA/ELIZA/PEGGY","hey"
"The Schuyler Sisters","COMPANY","Work, work"
"The Schuyler Sisters","COMPANY","Work, work"
"The Schuyler Sisters","ANGELICA","Whoa!"
"The Schuyler Sisters","ELIZA/PEGGY","Hey! Hey! Hey! Hey! Hey!"
"The Schuyler Sisters","COMPANY","Work, work"
"The Schuyler Sisters","ANGELICA","In the greatest city in the world"
"The Schuyler Sisters","ELIZA/PEGGY","In the greatest city in the world"
"The Schuyler Sisters","COMPANY","In the greatest city in the world"
"Farmer Refuted","SEABURY","Hear ye, hear ye! My name is Samuel Seabury"
"Farmer Refuted","SEABURY","And I present"
"Farmer Refuted","SEABURY","""Free Thoughts on the"
"Farmer Refuted","SEABURY","Proceedings of the Continental Congress!"""
"Farmer Refuted","SEABURY","Heed not the rabble who scream revolution"
"Farmer Refuted","SEABURY","They have not your interests at heart"
"Farmer Refuted","MULLIGAN","Oh my God. Tear this dude apart"
"Farmer Refuted","SEABURY","Chaos and bloodshed are not a solution"
"Farmer Refuted","SEABURY","Don't let them lead you astray"
"Farmer Refuted","SEABURY","This Congress does not speak for me"
"Farmer Refuted","BURR","Let him be"
"Farmer Refuted","SEABURY","They're playing a dangerous game"
"Farmer Refuted","SEABURY","I pray the king shows you his mercy"
"Farmer Refuted","SEABURY","For shame, for shame..."
"Farmer Refuted","HAMILTON","Yo!"
"Farmer Refuted","HAMILTON","He'd have you all unravel at the sound of screams"
"Farmer Refuted","HAMILTON","But the Revolution is comin'"
"Farmer Refuted","HAMILTON","The have-nots are gonna win this"
"Farmer Refuted","HAMILTON","It's hard to listen to you with a straight face"
"Farmer Refuted","SEABURY","Heed not the rabble who scream Revolution"
"Farmer Refuted","SEABURY","They have not your interests at heart"
"Farmer Refuted","HAMILTON","Chaos and bloodshed already haunt us, honestly you shouldn't even talk"
"Farmer Refuted","HAMILTON","And what about Boston? Look at the cost"
"Farmer Refuted","HAMILTON","N' all that we've lost n' you talk about Congress?!"
"Farmer Refuted","SEABURY","Chaos and bloodshed are not a solution"
"Farmer Refuted","SEABURY","Don't let them lead you astray"
"Farmer Refuted","SEABURY","This Congress does not speak for me"
"Farmer Refuted","HAMILTON","My dog speaks more eloquently than thee"
"Farmer Refuted","SEABURY","They're playing a dangerous game"
"Farmer Refuted","HAMILTON","But strangely, your mange is the same"
"Farmer Refuted","SEABURY","I pray the king shows you his mercy"
"Farmer Refuted","HAMILTON","Is he in Jersey?"
"Farmer Refuted","SEABURY","For shame"
"Farmer Refuted","HAMILTON","For the Revolution"
"Farmer Refuted","SEABURY","For shame!"
"Farmer Refuted","COMPANY","For the revolution!"
"Farmer Refuted","SEABURY","Heed-"
"Farmer Refuted","HAMILTON","If you repeat yourself again I'm gonna-"
"Farmer Refuted","SEABURY/HAMILTON","Scream-"
"Farmer Refuted","HAMILTON","Honestly, look at me, please don't read!"
"Farmer Refuted","SEABURY","Not your interests-"
"Farmer Refuted","HAMILTON","Don't modulate the key then not debate with me!"
"Farmer Refuted","HAMILTON","Why should a tiny island across the sea regulate the price of tea?"
"Farmer Refuted","BURR","Alexander, please!"
"Farmer Refuted","HAMILTON","Burr, I'd rather be divisive than indecisive, drop the niceties"
"Farmer Refuted","ENSEMBLE","Silence! A message from the King!"
"Farmer Refuted","ENSEMBLE","A message from the King!"
"Farmer Refuted","FULL COMPANY","A message from the King!"
"You'll Be Back","KING GEORGE","You say"
"You'll Be Back","KING GEORGE","The price of my love's not a price that you're willing to pay"
"You'll Be Back","KING GEORGE","You cry"
"You'll Be Back","KING GEORGE","In your tea which you hurl in the sea when you see me go by"
"You'll Be Back","KING GEORGE","Why so sad?"
"You'll Be Back","KING GEORGE","Remember we made an arrangement when you went away"
"You'll Be Back","KING GEORGE","Now you're making me mad"
"You'll Be Back","KING GEORGE","Remember, despite our estrangement, I'm your man"
"You'll Be Back","KING GEORGE","You'll be back, soon you'll see"
"You'll Be Back","KING GEORGE","You'll remember you belong to me"
"You'll Be Back","KING GEORGE","You'll be back, time will tell"
"You'll Be Back","KING GEORGE","You'll remember that I served you well"
"You'll Be Back","KING GEORGE","Oceans rise, empires fall"
"You'll Be Back","KING GEORGE","We have seen each other through it all"
"You'll Be Back","KING GEORGE","And when push comes to shove"
"You'll Be Back","KING GEORGE","I will send a fully armed battalion to remind you of my love!"
"You'll Be Back","KING GEORGE","Da da da dat da dat da da da da ya da"
"You'll Be Back","KING GEORGE","Da da dat dat da ya da!"
"You'll Be Back","KING GEORGE","Da da da dat da dat da da da da ya da"
"You'll Be Back","KING GEORGE","Da da dat dat da..."
"You'll Be Back","KING GEORGE","You say our love is draining and you can't go on"
"You'll Be Back","KING GEORGE","You'll be the one complaining when I am gone..."
"You'll Be Back","KING GEORGE","And no, don't change the subject"
"You'll Be Back","KING GEORGE","Cuz you're my favorite subject"
"You'll Be Back","KING GEORGE","My sweet, submissive subject"
"You'll Be Back","KING GEORGE","My loyal, royal subject"
"You'll Be Back","KING GEORGE","Forever and ever and ever and ever and ever..."
"You'll Be Back","KING GEORGE","You'll be back like before"
"You'll Be Back","KING GEORGE","I will fight the fight and win the war"
"You'll Be Back","KING GEORGE","For your love, for your praise"
"You'll Be Back","KING GEORGE","And I'll love you till my dying days"
"You'll Be Back","KING GEORGE","When you're gone, I'll go mad"
"You'll Be Back","KING GEORGE","So don't throw away this thing we had"
"You'll Be Back","KING GEORGE","Cuz when push comes to shove"
"You'll Be Back","KING GEORGE","I will kill your friends and family to remind you of my love"
"You'll Be Back","KING GEORGE","Da da da dat da dat da da da da ya da"
"You'll Be Back","KING GEORGE","Da da dat dat da ya da!"
"You'll Be Back","KING GEORGE","Da da da dat da dat da da da da ya da"
"You'll Be Back","KING GEORGE","Da da dat-"
"You'll Be Back","KING GEORGE","Everybody!"
"You'll Be Back","FULL ENSEMBLE","Da da da dat da dat da da da da ya da"
"You'll Be Back","FULL ENSEMBLE","Da da dat dat da ya da!"
"You'll Be Back","FULL ENSEMBLE","Da da da dat da dat da da da da ya da da da da"
"You'll Be Back","FULL ENSEMBLE","Dat dat da ya da!"
"Right Hand Man","COMPANY","British Admiral Howe's got troops on the water"
"Right Hand Man","COMPANY","Thirty-two thousand troops in New York harbor"
"Right Hand Man","ENSEMBLE 1","Thirty-two thousand troops in New York harbor"
"Right Hand Man","ENSEMBLE 2","Thirty-two thousand troops in New York harbor"
"Right Hand Man","ENSEMBLE 1","When they surround our troops!"
"Right Hand Man","ENSEMBLE 2","They surround our troops!"
"Right Hand Man","ENSEMBLE 1","They surround our troops!"
"Right Hand Man","ENSEMBLE 2","They surround our troops!"
"Right Hand Man","ENSEMBLE 1","When they surround our troops!"
"Right Hand Man","HAMILTON","As a kid in the Caribbean I wished for a war"
"Right Hand Man","HAMILTON","I knew that I was poor"
"Right Hand Man","HAMILTON","I knew it was the only way to-"
"Right Hand Man","BURR/HAMILTON/LAFAYETTE/LAURENS/MULLIGAN","Rise up!"
"Right Hand Man","HAMILTON","If they tell my story"
"Right Hand Man","HAMILTON","I am either gonna die on the battlefield in glory or-"
"Right Hand Man","BURR/HAMILTON/LAFAYETTE/LAURENS/MULLIGAN","Rise up!"
"Right Hand Man","HAMILTON","I will fight for this land"
"Right Hand Man","HAMILTON","But there's only one man"
"Right Hand Man","HAMILTON","Who can give us a command so we can-"
"Right Hand Man","BURR/HAMILTON/LAFAYETTE/LAURENS/MULLIGAN","Rise up!"
"Right Hand Man","HAMILTON","Understand? It's the only way to-"
"Right Hand Man","BURR/HAMILTON/LAFAYETTE/LAURENS/MULLIGAN","Rise up! Rise up!"
"Right Hand Man","HAMILTON","Here he comes!"
"Right Hand Man","ENSEMBLE","Here comes the General!"
"Right Hand Man","BURR","Ladies and gentlemen!"
"Right Hand Man","ENSEMBLE","Here comes the General!"
"Right Hand Man","BURR","The moment you've been waiting for!"
"Right Hand Man","ENSEMBLE","Here comes the General!"
"Right Hand Man","BURR","The pride of Mount Vernon!"
"Right Hand Man","ENSEMBLE","Here comes the General!"
"Right Hand Man","BURR","George Washington!"
"Right Hand Man","WASHINGTON","We are outgunned "
"Right Hand Man","ENSEMBLE","What?"
"Right Hand Man","WASHINGTON","Outmanned "
"Right Hand Man","ENSEMBLE","What?"
"Right Hand Man","WASHINGTON","Outnumbered"
"Right Hand Man","WASHINGTON","Outplanned "
"Right Hand Man","ENSEMBLE","Buck, buck, buck, buck, buck!"
"Right Hand Man","WASHINGTON","We gotta make an all out stand"
"Right Hand Man","WASHINGTON","Ayo, I'm gonna need a right-hand man"
"Right Hand Man","ENSEMBLE","Buck, buck, buck, buck, buck!"
"Right Hand Man","WASHINGTON","Check it-"
"Right Hand Man","WASHINGTON","Can I be real a second?"
"Right Hand Man","WASHINGTON","For just a millisecond?"
"Right Hand Man","WASHINGTON","Let down my guard and tell the people how I feel a second?"
"Right Hand Man","WASHINGTON","Now I'm the model of a modern major general"
"Right Hand Man","WASHINGTON","The venerated Virginian veteran whose men are all"
"Right Hand Man","WASHINGTON","Lining up, to put me up on a pedestal"
"Right Hand Man","WASHINGTON","Writin' letters to relatives"
"Right Hand Man","WASHINGTON","Embellishin' my elegance and eloquence"
"Right Hand Man","WASHINGTON","But the elephant is in the room"
"Right Hand Man","WASHINGTON","The truth is in ya face when ya hear the British cannons go..."
"Right Hand Man","ENSEMBLE","Boom!"
"Right Hand Man","WASHINGTON","Any hope of success is fleeting"
"Right Hand Man","WASHINGTON","How can I keep leading when the people I'm"
"Right Hand Man","WASHINGTON","Leading keep retreating?"
"Right Hand Man","WASHINGTON","We put a stop to the bleeding as the British take Brooklyn"
"Right Hand Man","WASHINGTON","Knight takes rook, but look"
"Right Hand Man","WASHINGTON","We are outgunned "
"Right Hand Man","ENSEMBLE","What?"
"Right Hand Man","WASHINGTON","Outmanned "
"Right Hand Man","ENSEMBLE","What?"
"Right Hand Man","WASHINGTON","Outnumbered"
"Right Hand Man","WASHINGTON","Outplanned "
"Right Hand Man","ENSEMBLE","Buck, buck, buck, buck, buck!"
"Right Hand Man","WASHINGTON","We gotta make an all out stand"
"Right Hand Man","WASHINGTON","Ayo, I'm gonna need a right-hand man"
"Right Hand Man","ENSEMBLE","Buck, buck, buck, buck, buck!"
"Right Hand Man","WASHINGTON","Incoming!"
"Right Hand Man","HAMILTON","They're battering down the Battery check the damages"
"Right Hand Man","MULLIGAN","Rah!"
"Right Hand Man","HAMILTON","We gotta stop 'em and rob 'em of their advantages"
"Right Hand Man","MULLIGAN","Rah!"
"Right Hand Man","HAMILTON","Let's take a stand with the stamina God has granted us"
"Right Hand Man","HAMILTON","Hamilton won't abandon ship"
"Right Hand Man","HAMILTON","Yo, let's steal their cannons-"
"Right Hand Man","MULLIGAN","Shh-boom! "
"Right Hand Man","COMPANY","Boom!"
"Right Hand Man","WASHINGTON","Goes the cannon, watch the blood and the shit spray and..."
"Right Hand Man","COMPANY","Boom!"
"Right Hand Man","WASHINGTON","Goes the cannon, we're abandonin' Kips Bay and..."
"Right Hand Man","COMPANY","Boom!"
"Right Hand Man","WASHINGTON","There's another ship and..."
"Right Hand Man","COMPANY","Boom!"
"Right Hand Man","WASHINGTON","We just lost the southern tip and..."
"Right Hand Man","COMPANY","Boom!"
"Right Hand Man","WASHINGTON","We gotta run to Harlem quick, we can't afford another slip"
"Right Hand Man","WASHINGTON","Guns and horses giddyup"
"Right Hand Man","WASHINGTON","I decide to divvy up"
"Right Hand Man","WASHINGTON","My forces, they're skittish as the British cut the city up"
"Right Hand Man","WASHINGTON","This close to giving up, facing mad scrutiny"
"Right Hand Man","WASHINGTON","I scream in the face of this mass mutiny:"
"Right Hand Man","WASHINGTON","Are these the men with which I am to defend America?"
"Right Hand Man","WASHINGTON","We ride at midnight, Manhattan in the distance"
"Right Hand Man","WASHINGTON","I cannot be everywhere at once, people"
"Right Hand Man","WASHINGTON","I'm in dire need of assistance..."
"Right Hand Man","BURR","Your excellency, sir!"
"Right Hand Man","WASHINGTON","Who are you?"
"Right Hand Man","BURR","Aaron Burr, Sir?"
"Right Hand Man","BURR","Permission to state my case?"
"Right Hand Man","WASHINGTON","As you were"
"Right Hand Man","BURR","Sir"
"Right Hand Man","BURR","I was a captain under General Montgomery"
"Right Hand Man","BURR","Until he caught a bullet in the neck in Quebec"
"Right Hand Man","BURR","And well, in summary"
"Right Hand Man","BURR","I think that I could be of some assistance"
"Right Hand Man","BURR","I admire how you keep firing on the British"
"Right Hand Man","BURR","From a distance"
"Right Hand Man","WASHINGTON","Huh"
"Right Hand Man","BURR","I have some questions, a couple of suggestions on how to fight instead of fleeing west"
"Right Hand Man","WASHINGTON","Yes?"
"Right Hand Man","BURR","Well-"
"Right Hand Man","HAMILTON","Your excellency, you wanted to see me?"
"Right Hand Man","WASHINGTON","Hamilton, come in, have you met Burr?"
"Right Hand Man","HAMILTON","Yes, sir"
"Right Hand Man","BURR/HAMILTON","We keep meeting"
"Right Hand Man","BURR","As I was saying, sir, I look forward to seeing your strategy play out"
"Right Hand Man","WASHINGTON","Burr?"
"Right Hand Man","BURR","Sir?"
"Right Hand Man","WASHINGTON","Close the door on your way out"
"Right Hand Man","HAMILTON","Have I done something wrong, sir?"
"Right Hand Man","WASHINGTON","On the contrary"
"Right Hand Man","WASHINGTON","I called you here because our odds are beyond scary"
